issueid,STR.REQ,class
ST-281,When a new route is assigned to a UAV automatically move the map so that all registered UAVs and their planned routes or rather the rectangle that bounds all UAVs and their planned routes are visible in the center of the map also zoom the map so that all registered UAVs and their planned paths constitutes about of the map,0
ST-228,When a route is clicked from the list change its background on the list to indicate that it is selected and then load its waypoints into the map and the table,0
ST-337,Implement the move reorder functionality specified in the mockup file Please read the callout notes on the mockup file,0
ST-334,Create the assign routes layout based on the mockup file attached Please read the callout notes on the mockup file,0
ST-336,Implement the select route behavior Ignore the notes on the mockup file but use this Selecting a route on the left hand side of the list will automatically select the matching route on the right hand side and show the route on the map Selecting a route on the right hand side will NOT auto select any route on the left hand side,0
ST-335,Implement the assign and remove functionality based on the mockup file Please read the callout notes on the mockup file,0
ST-260,To see if the haversine distance is an acceptable method for computing distance it should be compared to travel distance and laser distance travel distance is the distance a drone would actually have to travel to get there accounting for the shape of the Earth and assuming that changes in altitude would be gradual laser distance is the distance a laser beam would travel assuming line of sight So it would compute this distance even when a laser would need to travel through the Earth For example if point A was at the North Pole and point B was at the South Pole the laser distance would tell you the distance straight through the Earth,0
ST-262,Replace existing Coordinate implementation with new LlaCoordinate This requires updating the flight simulator to work with double values instead of long UI adaptations to display coordinates correctly additional functionality to modify waypoints LlaCoordinate is now immutable,0
ST-261,This function should take two wgs position one for the current position and another for the target position and the number of meters to travel it should return a new wgs position that is the specified distance away,0
ST-259,Latitude needs to be calculated using atan See equation in,0
ST-286,Everyone should get to work with the position class that they are most comfortable with And to enable everyone to get the most out of the position classes distance functions should be provided to all classes That is what motivates this abstract base class The class should have these methods laser Distance that takes another WGS position returns a double travel distance that takes another WGS position returns a double toNvector returns an NVector toPVector returns a PVector toLlaCoordinate returns an LlaCoordinate toRotMatrix returns a matrix that can take displacement vectors from ECEF and rotate them into NED vectors,0
ST-278,NvecInterpolator does position reckoning in WGS and a replacement simulator that uses it needs to be created Do movement simulator and battery simulator Replicate all base functionality of simple simulator,0
ST-178,We need an immutable class holding three doubles for latitude longitude and altitude LLA This class should have the following data members latitude the angle north of the equator in degrees negative angles define latitudes in the southern hemisphere longitude the angle east of the prime meridian in degrees negative angles define longitudes in the western hemisphere altitude the distance above sea level or more precisely the distance above the surface of the WGS reference ellipsoid For this project we need this distance in meters though traditionally in aviation this distance is measured in feet so be careful when using this class This class should have the following methods toPvec takes no arguments and maps LLA to an X Y and Z coordinate in the WGS reference frame toNvec takes no arguments and maps LLA to a coordinate defined by an N vector plus altitude An N vector is a normal vector on the surface of the WGS reference ellipsoid This ellipsoid defines the position of sea level everywhere on Earth By pairing this with an altitude we can precisely define a position N vectors have nice properties that make dead reckoning easier and more accurate Dead reckoning is the process of calculating a drones current position by using a previously determined position and advancing that position based upon known or estimated speeds over elapsed time and course See for more info To learn more about the nice properties that n vectors have see this article from The Journal of Navigation Perhaps Coordinate java may be modified into the LlaCoordinate class we need,0
ST-179,We need an immutable class holding three doubles for X Y and Z in the WGS reference frame Here is some background information about the WGS reference frame The origin of this frame is at the center of mass of the Earth The X axis points towards where the equator meets the prime meridean latitude longitude The Z axis points towards the geographic north pole latitude longitude undefined The Y axis can be derived using right hand rule and points towards latitude longitude This class should have the following instance fields x the position along the X axis in meters y the position along the Y axis in meters z the position along the Z axis in meters This class should have the following methods toLla takes no arguments and returns the latitude longitude and altitude for this position toNvec takes no arguments and returns the n vector plus altitude for this position,0
ST-132,Follow the example on and create a singleton class for all UI parameters Search for Java Singleton for other singleton examples The current parameters include project name map center lan map center lon and map default zoom In the future we will use this class for configurable parameters,0
ST-232,Currently the UI refreshing rate to update drone info is hard coded as once per ms Create a field in the configuration file and make it configurable,0
DD-599,When given a takeoff command the InternalSimulator shall move with infinite acceleration the UAV to the takeoff altitude corresponding to its current longitude and latitude,0
DD-514,When requested coordinates shall be transformed from n vectors to the default representation,0
