issueid,STR.REQ,class
ST-246,When Assign New Route button is clicked show a modal window that occupies of the screen In the window show the FRMainLayout and two buttons beneath the FRMainLayout Cancel and Apply Clicking Cancel the user will be sent back to the active flights view When no route is selected the Apply button is disabled Once a route is selected enable the Apply button Clicking the Apply button will popup another modal window confirmation window saying Are you sure you want UAV name to follow the route route name Clicking Yes will assign the route to the UAV and close the modal windows Clicking No the user will be sent back to the route planning modal window,0
ST-384,When the user attempt to assign an empty route to a UAV by trying to put an empty route from the right side panel to the left side prevent the route to be assigned and popup a notification saying There is no waypoint defined in route name You cannot assign an empty route to a UAV,0
ST-281,When a new route is assigned to a UAV automatically move the map so that all registered UAVs and their planned routes or rather the rectangle that bounds all UAVs and their planned routes are visible in the center of the map also zoom the map so that all registered UAVs and their planned paths constitutes about of the map,0
ST-228,When a route is clicked from the list change its background on the list to indicate that it is selected and then load its waypoints into the map and the table,0
ST-337,Implement the move reorder functionality specified in the mockup file Please read the callout notes on the mockup file,0
ST-262,Replace existing Coordinate implementation with new LlaCoordinate This requires updating the flight simulator to work with double values instead of long UI adaptations to display coordinates correctly additional functionality to modify waypoints LlaCoordinate is now immutable,0
ST-261,This function should take two wgs position one for the current position and another for the target position and the number of meters to travel it should return a new wgs position that is the specified distance away,0
ST-259,Latitude needs to be calculated using atan See equation in,0
ST-286,Everyone should get to work with the position class that they are most comfortable with And to enable everyone to get the most out of the position classes distance functions should be provided to all classes That is what motivates this abstract base class The class should have these methods laser Distance that takes another WGS position returns a double travel distance that takes another WGS position returns a double toNvector returns an NVector toPVector returns a PVector toLlaCoordinate returns an LlaCoordinate toRotMatrix returns a matrix that can take displacement vectors from ECEF and rotate them into NED vectors,0
ST-278,NvecInterpolator does position reckoning in WGS and a replacement simulator that uses it needs to be created Do movement simulator and battery simulator Replicate all base functionality of simple simulator,0
ST-180,An N vector is a normal Vector that points out from the surface of the WGS reference ellipsoid The normal vector is combined with an altitude which represents the distance above or below the reference ellipsoid note this is the distance above sea level as sea level is defined as the surface of the ellipsoid in WGS The n vector and altitude together precisely define a position on Earth The n vector should be a unit vector i e a vector with a magnitude The altitude should be in meters Why we need this In dead reckoning calculations we need to take a position and add a velocity vector to it Drones often stay at constant elevations as they travel around the Earth This is a problem when using p vectors and velocity vectors The instantaneous velocity is tangent to the reference ellipsoid and thus follows the curvature of the Earth In aviation it is common to use n vectors because there is a nice formula that addresses this exact problem This also makes programming easier when considering edge cases like a drone flying east near the meridian where longitude degrees Using latitude and longitude for this calculation requires special logic to handle the transition to longitude degrees but no special logic is required when using n vectors N vectors also handle gracefully the poles where longitude is undefined For more information about n vectors see this article The following instance fields are needed in the nvector class x the x component of the n vector y the y component of the n vector z the z component of the n vector altitude the distance above sea level in meters The following methods are needed in the n vector class toLla takes no arguments and maps the n vector and altitude to a latitude longitude and altitude toPvec takes no arguments and maps the n vector and altitude to an X Y and Z coordinate in the WGS reference frame,0
ST-178,We need an immutable class holding three doubles for latitude longitude and altitude LLA This class should have the following data members latitude the angle north of the equator in degrees negative angles define latitudes in the southern hemisphere longitude the angle east of the prime meridian in degrees negative angles define longitudes in the western hemisphere altitude the distance above sea level or more precisely the distance above the surface of the WGS reference ellipsoid For this project we need this distance in meters though traditionally in aviation this distance is measured in feet so be careful when using this class This class should have the following methods toPvec takes no arguments and maps LLA to an X Y and Z coordinate in the WGS reference frame toNvec takes no arguments and maps LLA to a coordinate defined by an N vector plus altitude An N vector is a normal vector on the surface of the WGS reference ellipsoid This ellipsoid defines the position of sea level everywhere on Earth By pairing this with an altitude we can precisely define a position N vectors have nice properties that make dead reckoning easier and more accurate Dead reckoning is the process of calculating a drones current position by using a previously determined position and advancing that position based upon known or estimated speeds over elapsed time and course See for more info To learn more about the nice properties that n vectors have see this article from The Journal of Navigation Perhaps Coordinate java may be modified into the LlaCoordinate class we need,0
ST-232,Currently the UI refreshing rate to update drone info is hard coded as once per ms Create a field in the configuration file and make it configurable,0
DD-599,When given a takeoff command the InternalSimulator shall move with infinite acceleration the UAV to the takeoff altitude corresponding to its current longitude and latitude,0
DD-514,When requested coordinates shall be transformed from n vectors to the default representation,0
